dist	tag	x	Q	error
uniform	quantile	0.89770918	0.90000000	-0.00025000
uniform	cdf	0.98968102	0.99000000	0.00001838
uniform	quantile	0.98968102	0.99000000	-0.00001000
uniform	cdf	0.99902304	0.99900000	0.00001442
uniform	quantile	0.99902304	0.99900000	-0.00001000
gamma	cdf	2.0582992e-30	0.00100000	0.00000585
gamma	quantile	2.0582992e-30	0.00100000	-0.00001000
gamma	cdf	8.5884738e-20	0.01000000	0.00006830
gamma	quantile	8.5884738e-20	0.01000000	-0.00006000
gamma	cdf	6.1644355e-10	0.10000000	-0.00019053
gamma	quantile	6.1644355e-10	0.10000000	0.00101000
gamma	cdf	0.0061579461	0.50000000	0.00020292
gamma	quantile	0.0061579461	0.50000000	-0.00001000
gamma	cdf	2.6544750	0.90000000	-0.00008799
gamma	quantile	2.6544750	0.90000000	0.00013000
gamma	cdf	15.884114	0.99000000	0.00000278
gamma	quantile	15.884114	0.99000000	-0.00004000
gamma	cdf	32.533364	0.99900000	-0.00000106
gamma	quantile	32.533364	0.99900000	0.00000000
uniform	cdf	0.00092770917	0.00100000	0.00000059
uniform	quantile	0.00092770917	0.00100000	0.00000000
uniform	cdf	0.010050897	0.01000000	0.00000411
uniform	quantile	0.010050897	0.01000000	-0.00002000
uniform	cdf	0.098560807	0.10000000	-0.00023980
uniform	quantile	0.098560807	0.10000000	-0.00018000
uniform	cdf	0.49848168	0.50000000	-0.00030338
uniform	quantile	0.49848168	0.50000000	-0.00115000
uniform	cdf	0.89953854	0.90000000	-0.00035547
uniform	quantile	0.89953854	0.90000000	0.00113000
uniform	cdf	0.98990578	0.99000000	-0.00003975
uniform	quantile	0.98990578	0.99000000	-0.00004000
uniform	cdf	0.99904180	0.99900000	-0.00000033
uniform	quantile	0.99904180	0.99900000	0.00000000
sequential	cdf	0.0031573006	0.00100000	-0.00000182
sequential	quantile	0.0031573006	0.00100000	0.00000000
sequential	cdf	0.031431634	0.01000000	0.00000364
sequential	quantile	0.031431634	0.01000000	0.00006000
sequential	cdf	0.31417497	0.10000000	0.00016756
sequential	quantile	0.31417497	0.10000000	-0.00069000
sequential	cdf	1.5708120	0.50000000	-0.00000361
sequential	quantile	1.5708120	0.50000000	-0.00005000
sequential	cdf	2.8274491	0.90000000	0.00003106
sequential	quantile	2.8274491	0.90000000	0.00028000
sequential	cdf	3.1101924	0.99000000	-0.00001254
sequential	quantile	3.1101924	0.99000000	0.00001500
sequential	cdf	3.1384668	0.99900000	-0.00000200
sequential	quantile	3.1384668	0.99900000	0.00000000
gamma	cdf	9.7044096e-31	0.00100000	-0.00000766
gamma	quantile	9.7044096e-31	0.00100000	0.00000000
gamma	cdf	6.7007384e-20	0.01000000	-0.00003006
gamma	quantile	6.7007384e-20	0.01000000	-0.00002000
gamma	cdf	5.6808884e-10	0.10000000	0.00007915
gamma	quantile	5.6808884e-10	0.10000000	-0.00006000
gamma	cdf	0.0062818734	0.50000000	-0.00025608
gamma	quantile	0.0062818734	0.50000000	0.00008000
gamma	cdf	2.6706584	0.90000000	-0.00003710
gamma	quantile	2.6706584	0.90000000	0.00051000
gamma	cdf	15.662161	0.99000000	0.00001338
gamma	quantile	15.662161	0.99000000	0.00007000
gamma	cdf	34.377699	0.99900000	-0.00000287
gamma	quantile	34.377699	0.99900000	-0.00002000
uniform	cdf	0.0012535992	0.00100000	-0.00000198
uniform	quantile	0.0012535992	0.00100000	0.00008000
uniform	cdf	0.010710892	0.01000000	0.00000833
uniform	quantile	0.010710892	0.01000000	-0.00004000
uniform	cdf	0.10053256	0.10000000	-0.00014824
uniform	quantile	0.10053256	0.10000000	0.00006000
uniform	cdf	0.50114086	0.50000000	0.00012761
uniform	quantile	0.50114086	0.50000000	-0.00004000
uniform	cdf	0.89981724	0.90000000	0.00000459
uniform	quantile	0.89981724	0.90000000	-0.00061000
uniform	cdf	0.98981214	0.99000000	-0.00000096
uniform	quantile	0.98981214	0.99000000	0.00003000
uniform	cdf	0.99894682	0.99900000	0.00000063
uniform	quantile	0.99894682	0.99900000	-0.00001000
gamma	cdf	1.2834328e-29	0.00100000	-0.00000452
gamma	quantile	1.2834328e-29	0.00100000	-0.00003000
gamma	cdf	7.0032348e-20	0.01000000	0.00001179
gamma	quantile	7.0032348e-20	0.01000000	-0.00003000
gamma	cdf	6.0906323e-10	0.10000000	0.00000247
gamma	quantile	6.0906323e-10	0.10000000	-0.00015000
gamma	cdf	0.0061068312	0.50000000	-0.00102446
gamma	quantile	0.0061068312	0.50000000	-0.00072000
gamma	cdf	2.7327389	0.90000000	-0.00028453
gamma	quantile	2.7327389	0.90000000	0.00046000
gamma	cdf	16.201435	0.99000000	0.00000723
gamma	quantile	16.201435	0.99000000	0.00004000
gamma	cdf	33.615110	0.99900000	-0.00000413
gamma	quantile	33.615110	0.99900000	-0.00003000
